ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-09-24 05:27:00+00:00,33,1,294973,6721.75,6722.0,6721.5,6721.5,80,ESZ5
2025-09-24 05:28:00+00:00,33,1,294973,6721.5,6722.0,6721.5,6722.0,62,ESZ5
2025-09-24 05:29:00+00:00,33,1,294973,6721.75,6721.75,6721.25,6721.5,49,ESZ5
2025-09-24 05:30:00+00:00,33,1,294973,6721.5,6721.5,6720.75,6720.75,100,ESZ5
2025-09-24 05:31:00+00:00,33,1,294973,6720.75,6720.75,6720.25,6720.5,58,ESZ5
2025-09-24 05:32:00+00:00,33,1,294973,6720.25,6720.5,6719.5,6719.75,119,ESZ5
2025-09-24 05:33:00+00:00,33,1,294973,6719.75,6720.0,6719.75,6719.75,13,ESZ5
2025-09-24 05:34:00+00:00,33,1,294973,6719.75,6720.0,6719.5,6719.5,72,ESZ5
2025-09-24 05:35:00+00:00,33,1,294973,6719.75,6720.5,6719.75,6720.5,65,ESZ5
2025-09-24 05:36:00+00:00,33,1,294973,6720.5,6720.75,6720.25,6720.75,49,ESZ5
2025-09-24 05:37:00+00:00,33,1,294973,6720.75,6721.25,6720.75,6721.0,89,ESZ5
2025-09-24 05:38:00+00:00,33,1,294973,6721.0,6721.0,6720.75,6720.75,29,ESZ5
2025-09-24 05:39:00+00:00,33,1,294973,6721.0,6721.0,6720.5,6720.75,79,ESZ5
2025-09-24 05:40:00+00:00,33,1,294973,6721.0,6721.25,6721.0,6721.25,113,ESZ5
2025-09-24 05:41:00+00:00,33,1,294973,6721.25,6721.5,6721.0,6721.25,35,ESZ5
2025-09-24 05:42:00+00:00,33,1,294973,6721.5,6721.5,6721.0,6721.0,59,ESZ5
2025-09-24 05:43:00+00:00,33,1,294973,6721.0,6721.0,6721.0,6721.0,39,ESZ5
2025-09-24 05:44:00+00:00,33,1,294973,6721.0,6721.25,6720.75,6720.75,70,ESZ5
2025-09-24 05:45:00+00:00,33,1,294973,6721.0,6721.25,6720.75,6721.25,52,ESZ5
2025-09-24 05:46:00+00:00,33,1,294973,6721.25,6721.5,6721.25,6721.5,86,ESZ5
2025-09-24 05:47:00+00:00,33,1,294973,6721.5,6722.0,6721.5,6721.5,51,ESZ5
2025-09-24 05:48:00+00:00,33,1,294973,6721.75,6722.25,6721.75,6722.25,98,ESZ5
2025-09-24 05:49:00+00:00,33,1,294973,6722.0,6722.25,6721.75,6722.0,33,ESZ5
2025-09-24 05:50:00+00:00,33,1,294973,6722.0,6722.0,6721.5,6721.75,42,ESZ5
2025-09-24 05:51:00+00:00,33,1,294973,6721.75,6722.0,6721.5,6722.0,36,ESZ5
2025-09-24 05:52:00+00:00,33,1,294973,6722.25,6722.25,6721.75,6721.75,43,ESZ5
2025-09-24 05:53:00+00:00,33,1,294973,6721.75,6722.0,6721.75,6721.75,20,ESZ5
2025-09-24 05:54:00+00:00,33,1,294973,6722.0,6722.0,6722.0,6722.0,23,ESZ5
2025-09-24 05:55:00+00:00,33,1,294973,6722.25,6722.5,6722.25,6722.25,61,ESZ5
2025-09-24 05:56:00+00:00,33,1,294973,6722.25,6722.25,6722.0,6722.0,77,ESZ5
2025-09-24 05:57:00+00:00,33,1,294973,6722.0,6722.25,6722.0,6722.0,42,ESZ5
2025-09-24 05:58:00+00:00,33,1,294973,6722.25,6722.25,6722.0,6722.25,24,ESZ5
2025-09-24 05:59:00+00:00,33,1,294973,6722.25,6722.75,6722.25,6722.5,67,ESZ5
2025-09-24 06:00:00+00:00,33,1,294973,6722.75,6723.25,6722.5,6722.75,313,ESZ5
2025-09-24 06:01:00+00:00,33,1,294973,6722.75,6723.25,6722.5,6723.0,113,ESZ5
2025-09-24 06:02:00+00:00,33,1,294973,6722.75,6722.75,6722.25,6722.5,126,ESZ5
2025-09-24 06:03:00+00:00,33,1,294973,6722.5,6722.5,6722.0,6722.5,71,ESZ5
2025-09-24 06:04:00+00:00,33,1,294973,6722.5,6722.5,6722.25,6722.5,42,ESZ5
2025-09-24 06:05:00+00:00,33,1,294973,6722.5,6722.75,6722.25,6722.5,47,ESZ5
2025-09-24 06:06:00+00:00,33,1,294973,6722.5,6722.75,6722.5,6722.75,59,ESZ5
2025-09-24 06:07:00+00:00,33,1,294973,6722.5,6722.5,6722.25,6722.25,67,ESZ5
2025-09-24 06:08:00+00:00,33,1,294973,6722.5,6722.75,6722.25,6722.25,45,ESZ5
2025-09-24 06:09:00+00:00,33,1,294973,6722.25,6723.0,6722.25,6723.0,56,ESZ5
2025-09-24 06:10:00+00:00,33,1,294973,6723.25,6723.25,6723.0,6723.25,73,ESZ5
2025-09-24 06:11:00+00:00,33,1,294973,6723.25,6723.75,6722.75,6723.0,191,ESZ5
2025-09-24 06:12:00+00:00,33,1,294973,6723.25,6723.5,6723.0,6723.5,50,ESZ5
2025-09-24 06:13:00+00:00,33,1,294973,6723.5,6723.75,6723.5,6723.75,60,ESZ5
2025-09-24 06:14:00+00:00,33,1,294973,6723.75,6723.75,6723.5,6723.75,134,ESZ5
2025-09-24 06:15:00+00:00,33,1,294973,6723.75,6724.75,6723.75,6724.5,405,ESZ5
2025-09-24 06:16:00+00:00,33,1,294973,6724.5,6724.75,6724.5,6724.75,143,ESZ5
2025-09-24 06:17:00+00:00,33,1,294973,6724.75,6725.75,6724.75,6725.5,636,ESZ5
2025-09-24 06:18:00+00:00,33,1,294973,6725.75,6725.75,6725.25,6725.25,97,ESZ5
2025-09-24 06:19:00+00:00,33,1,294973,6725.0,6725.25,6724.75,6725.25,155,ESZ5
2025-09-24 06:20:00+00:00,33,1,294973,6725.25,6725.25,6724.25,6724.5,85,ESZ5
2025-09-24 06:21:00+00:00,33,1,294973,6724.25,6724.25,6724.25,6724.25,50,ESZ5
2025-09-24 06:22:00+00:00,33,1,294973,6724.0,6724.25,6723.5,6723.5,109,ESZ5
2025-09-24 06:23:00+00:00,33,1,294973,6723.5,6723.75,6723.25,6723.5,134,ESZ5
2025-09-24 06:24:00+00:00,33,1,294973,6723.5,6723.75,6723.25,6723.5,97,ESZ5
2025-09-24 06:25:00+00:00,33,1,294973,6723.5,6724.0,6723.5,6723.5,155,ESZ5
2025-09-24 06:26:00+00:00,33,1,294973,6723.5,6724.0,6723.25,6724.0,125,ESZ5
2025-09-24 06:27:00+00:00,33,1,294973,6724.0,6724.25,6723.5,6724.0,182,ESZ5
2025-09-24 06:28:00+00:00,33,1,294973,6723.75,6724.0,6723.25,6723.5,82,ESZ5
2025-09-24 06:29:00+00:00,33,1,294973,6723.5,6723.5,6722.75,6723.5,155,ESZ5
2025-09-24 06:30:00+00:00,33,1,294973,6723.25,6723.75,6722.75,6723.5,188,ESZ5
2025-09-24 06:31:00+00:00,33,1,294973,6723.5,6723.5,6723.0,6723.25,47,ESZ5
2025-09-24 06:32:00+00:00,33,1,294973,6723.0,6723.0,6722.5,6722.75,72,ESZ5
2025-09-24 06:33:00+00:00,33,1,294973,6722.75,6722.75,6722.5,6722.5,50,ESZ5
2025-09-24 06:34:00+00:00,33,1,294973,6722.5,6723.5,6722.5,6723.25,135,ESZ5
2025-09-24 06:35:00+00:00,33,1,294973,6723.5,6724.0,6723.5,6724.0,88,ESZ5
2025-09-24 06:36:00+00:00,33,1,294973,6724.25,6724.25,6723.75,6723.75,77,ESZ5
2025-09-24 06:37:00+00:00,33,1,294973,6724.0,6724.5,6723.5,6723.75,88,ESZ5
2025-09-24 06:38:00+00:00,33,1,294973,6723.75,6724.25,6723.75,6724.0,41,ESZ5
2025-09-24 06:39:00+00:00,33,1,294973,6724.0,6724.0,6723.75,6723.75,85,ESZ5
2025-09-24 06:40:00+00:00,33,1,294973,6723.5,6724.0,6723.5,6724.0,73,ESZ5
2025-09-24 06:41:00+00:00,33,1,294973,6724.25,6724.5,6724.25,6724.5,85,ESZ5
2025-09-24 06:42:00+00:00,33,1,294973,6724.25,6724.5,6724.0,6724.25,46,ESZ5
2025-09-24 06:43:00+00:00,33,1,294973,6724.5,6725.25,6724.5,6725.25,70,ESZ5
2025-09-24 06:44:00+00:00,33,1,294973,6725.25,6725.5,6725.25,6725.5,96,ESZ5
2025-09-24 06:45:00+00:00,33,1,294973,6725.5,6725.5,6725.0,6725.5,94,ESZ5
2025-09-24 06:46:00+00:00,33,1,294973,6725.5,6726.0,6725.5,6726.0,107,ESZ5
2025-09-24 06:47:00+00:00,33,1,294973,6726.0,6726.5,6726.0,6726.25,291,ESZ5
2025-09-24 06:48:00+00:00,33,1,294973,6726.0,6726.5,6726.0,6726.25,166,ESZ5
2025-09-24 06:49:00+00:00,33,1,294973,6726.25,6727.0,6726.25,6726.75,222,ESZ5
2025-09-24 06:50:00+00:00,33,1,294973,6726.75,6728.0,6726.75,6727.75,512,ESZ5
2025-09-24 06:51:00+00:00,33,1,294973,6727.5,6727.75,6726.75,6726.75,180,ESZ5
2025-09-24 06:52:00+00:00,33,1,294973,6727.0,6727.25,6726.0,6726.25,278,ESZ5
2025-09-24 06:53:00+00:00,33,1,294973,6726.5,6726.75,6726.25,6726.5,105,ESZ5
2025-09-24 06:54:00+00:00,33,1,294973,6726.5,6726.75,6726.0,6726.25,146,ESZ5
2025-09-24 06:55:00+00:00,33,1,294973,6726.25,6726.25,6725.5,6726.0,235,ESZ5
2025-09-24 06:56:00+00:00,33,1,294973,6725.75,6725.75,6725.25,6725.5,162,ESZ5
2025-09-24 06:57:00+00:00,33,1,294973,6725.5,6725.5,6725.25,6725.5,62,ESZ5
2025-09-24 06:58:00+00:00,33,1,294973,6725.5,6725.5,6725.0,6725.25,95,ESZ5
2025-09-24 06:59:00+00:00,33,1,294973,6725.25,6725.5,6725.0,6725.25,144,ESZ5
2025-09-24 07:00:00+00:00,33,1,294973,6725.5,6726.75,6725.0,6726.75,577,ESZ5
2025-09-24 07:01:00+00:00,33,1,294973,6726.5,6726.75,6724.75,6725.0,305,ESZ5
2025-09-24 07:02:00+00:00,33,1,294973,6725.0,6725.0,6724.5,6724.5,249,ESZ5
2025-09-24 07:03:00+00:00,33,1,294973,6724.75,6725.0,6724.25,6724.25,264,ESZ5
2025-09-24 07:04:00+00:00,33,1,294973,6724.25,6724.25,6722.75,6722.75,252,ESZ5
2025-09-24 07:05:00+00:00,33,1,294973,6722.75,6723.5,6722.75,6723.5,229,ESZ5
2025-09-24 07:06:00+00:00,33,1,294973,6723.5,6723.5,6722.5,6722.75,118,ESZ5
2025-09-24 07:07:00+00:00,33,1,294973,6722.75,6722.75,6722.25,6722.5,123,ESZ5
2025-09-24 07:08:00+00:00,33,1,294973,6722.5,6722.5,6721.75,6722.0,220,ESZ5
2025-09-24 07:09:00+00:00,33,1,294973,6722.0,6722.0,6720.25,6720.25,345,ESZ5
2025-09-24 07:10:00+00:00,33,1,294973,6720.25,6720.5,6719.5,6720.0,471,ESZ5
2025-09-24 07:11:00+00:00,33,1,294973,6720.0,6720.5,6719.25,6719.25,279,ESZ5
2025-09-24 07:12:00+00:00,33,1,294973,6719.25,6720.5,6718.5,6718.75,622,ESZ5
2025-09-24 07:13:00+00:00,33,1,294973,6718.75,6718.75,6716.5,6717.0,535,ESZ5
2025-09-24 07:14:00+00:00,33,1,294973,6717.0,6718.0,6716.25,6717.75,425,ESZ5
2025-09-24 07:15:00+00:00,33,1,294973,6717.75,6718.25,6716.5,6717.75,744,ESZ5
2025-09-24 07:16:00+00:00,33,1,294973,6717.75,6718.5,6717.25,6717.5,326,ESZ5
2025-09-24 07:17:00+00:00,33,1,294973,6717.5,6718.25,6717.0,6718.0,178,ESZ5
2025-09-24 07:18:00+00:00,33,1,294973,6718.0,6718.75,6718.0,6718.25,205,ESZ5
2025-09-24 07:19:00+00:00,33,1,294973,6718.5,6719.0,6718.5,6718.5,193,ESZ5
2025-09-24 07:20:00+00:00,33,1,294973,6718.5,6719.5,6718.0,6719.0,226,ESZ5
2025-09-24 07:21:00+00:00,33,1,294973,6719.0,6719.25,6718.75,6719.25,111,ESZ5
2025-09-24 07:22:00+00:00,33,1,294973,6719.0,6719.0,6715.75,6715.75,368,ESZ5
2025-09-24 07:23:00+00:00,33,1,294973,6715.75,6718.25,6715.5,6718.0,269,ESZ5
2025-09-24 07:24:00+00:00,33,1,294973,6718.0,6718.5,6717.5,6717.5,84,ESZ5
2025-09-24 07:25:00+00:00,33,1,294973,6717.5,6717.75,6716.75,6717.75,265,ESZ5
2025-09-24 07:26:00+00:00,33,1,294973,6717.75,6717.75,6716.25,6716.5,180,ESZ5
2025-09-24 07:27:00+00:00,33,1,294973,6716.75,6716.75,6715.5,6716.0,281,ESZ5
2025-09-24 07:28:00+00:00,33,1,294973,6716.0,6716.25,6715.5,6715.5,139,ESZ5
2025-09-24 07:29:00+00:00,33,1,294973,6715.75,6716.0,6715.5,6715.5,161,ESZ5
2025-09-24 07:30:00+00:00,33,1,294973,6715.75,6717.0,6715.75,6716.75,162,ESZ5
2025-09-24 07:31:00+00:00,33,1,294973,6716.75,6717.25,6716.25,6716.5,130,ESZ5
2025-09-24 07:32:00+00:00,33,1,294973,6716.5,6716.75,6715.75,6716.5,145,ESZ5
2025-09-24 07:33:00+00:00,33,1,294973,6716.5,6717.0,6716.25,6716.5,144,ESZ5
2025-09-24 07:34:00+00:00,33,1,294973,6716.25,6717.0,6715.75,6717.0,155,ESZ5
2025-09-24 07:35:00+00:00,33,1,294973,6717.0,6717.25,6716.75,6716.75,201,ESZ5
2025-09-24 07:36:00+00:00,33,1,294973,6717.0,6717.25,6716.5,6717.0,127,ESZ5
2025-09-24 07:37:00+00:00,33,1,294973,6717.0,6717.0,6716.25,6717.0,87,ESZ5
2025-09-24 07:38:00+00:00,33,1,294973,6717.0,6717.5,6716.75,6717.5,82,ESZ5
2025-09-24 07:39:00+00:00,33,1,294973,6717.5,6717.75,6717.5,6717.75,145,ESZ5
2025-09-24 07:40:00+00:00,33,1,294973,6717.75,6718.0,6717.5,6718.0,173,ESZ5
2025-09-24 07:41:00+00:00,33,1,294973,6718.0,6718.25,6717.75,6717.75,85,ESZ5
2025-09-24 07:42:00+00:00,33,1,294973,6718.0,6719.25,6718.0,6719.0,419,ESZ5
2025-09-24 07:43:00+00:00,33,1,294973,6719.0,6720.5,6719.0,6720.5,305,ESZ5
2025-09-24 07:44:00+00:00,33,1,294973,6720.5,6721.0,6720.25,6720.75,268,ESZ5
2025-09-24 07:45:00+00:00,33,1,294973,6721.0,6721.25,6720.5,6721.25,84,ESZ5
2025-09-24 07:46:00+00:00,33,1,294973,6721.0,6722.25,6720.75,6722.0,188,ESZ5
2025-09-24 07:47:00+00:00,33,1,294973,6722.0,6722.5,6721.5,6722.25,287,ESZ5
2025-09-24 07:48:00+00:00,33,1,294973,6722.25,6722.75,6722.0,6722.75,250,ESZ5
2025-09-24 07:49:00+00:00,33,1,294973,6722.75,6724.0,6722.75,6724.0,266,ESZ5
2025-09-24 07:50:00+00:00,33,1,294973,6724.0,6724.0,6723.25,6724.0,244,ESZ5
2025-09-24 07:51:00+00:00,33,1,294973,6723.75,6724.25,6723.25,6723.75,152,ESZ5
2025-09-24 07:52:00+00:00,33,1,294973,6723.75,6724.25,6723.5,6724.0,242,ESZ5
2025-09-24 07:53:00+00:00,33,1,294973,6724.0,6724.0,6723.25,6723.75,124,ESZ5
2025-09-24 07:54:00+00:00,33,1,294973,6724.0,6724.5,6723.5,6723.75,125,ESZ5
2025-09-24 07:55:00+00:00,33,1,294973,6723.75,6724.5,6723.75,6724.0,158,ESZ5
2025-09-24 07:56:00+00:00,33,1,294973,6724.0,6724.75,6724.0,6724.0,127,ESZ5
2025-09-24 07:57:00+00:00,33,1,294973,6724.0,6725.0,6724.0,6724.75,181,ESZ5
2025-09-24 07:58:00+00:00,33,1,294973,6725.0,6726.0,6724.75,6725.75,327,ESZ5
2025-09-24 07:59:00+00:00,33,1,294973,6725.5,6726.5,6725.0,6726.5,165,ESZ5
2025-09-24 08:00:00+00:00,33,1,294973,6726.75,6726.75,6725.0,6726.0,607,ESZ5
2025-09-24 08:01:00+00:00,33,1,294973,6726.0,6726.5,6725.5,6726.0,238,ESZ5
2025-09-24 08:02:00+00:00,33,1,294973,6726.0,6726.5,6726.0,6726.0,221,ESZ5
2025-09-24 08:03:00+00:00,33,1,294973,6726.25,6726.5,6726.0,6726.5,161,ESZ5
2025-09-24 08:04:00+00:00,33,1,294973,6726.25,6727.25,6726.25,6727.25,169,ESZ5
2025-09-24 08:05:00+00:00,33,1,294973,6727.0,6727.75,6727.0,6727.5,276,ESZ5
2025-09-24 08:06:00+00:00,33,1,294973,6727.5,6727.75,6727.0,6727.25,124,ESZ5
2025-09-24 08:07:00+00:00,33,1,294973,6727.25,6727.5,6727.0,6727.25,154,ESZ5
2025-09-24 08:08:00+00:00,33,1,294973,6727.0,6727.5,6727.0,6727.25,143,ESZ5
2025-09-24 08:09:00+00:00,33,1,294973,6727.0,6727.5,6726.75,6727.5,173,ESZ5
2025-09-24 08:10:00+00:00,33,1,294973,6727.25,6727.5,6726.5,6726.5,239,ESZ5
2025-09-24 08:11:00+00:00,33,1,294973,6726.5,6726.75,6726.0,6726.5,129,ESZ5
2025-09-24 08:12:00+00:00,33,1,294973,6726.5,6727.5,6726.5,6726.75,217,ESZ5
2025-09-24 08:13:00+00:00,33,1,294973,6726.75,6726.75,6726.25,6726.5,119,ESZ5
2025-09-24 08:14:00+00:00,33,1,294973,6726.25,6726.75,6726.0,6726.75,120,ESZ5
2025-09-24 08:15:00+00:00,33,1,294973,6727.0,6727.0,6726.0,6726.25,256,ESZ5
2025-09-24 08:16:00+00:00,33,1,294973,6726.5,6726.5,6725.25,6725.25,420,ESZ5
2025-09-24 08:17:00+00:00,33,1,294973,6725.5,6726.25,6724.75,6726.25,572,ESZ5
2025-09-24 08:18:00+00:00,33,1,294973,6726.25,6726.5,6725.75,6726.25,265,ESZ5
2025-09-24 08:19:00+00:00,33,1,294973,6726.25,6726.5,6725.25,6725.25,180,ESZ5
2025-09-24 08:20:00+00:00,33,1,294973,6725.25,6725.75,6724.5,6725.25,174,ESZ5
2025-09-24 08:21:00+00:00,33,1,294973,6725.25,6725.25,6724.25,6724.5,227,ESZ5
2025-09-24 08:22:00+00:00,33,1,294973,6724.5,6724.75,6724.25,6724.5,159,ESZ5
2025-09-24 08:23:00+00:00,33,1,294973,6724.5,6724.5,6723.25,6723.25,176,ESZ5
2025-09-24 08:24:00+00:00,33,1,294973,6723.25,6723.75,6723.0,6723.25,270,ESZ5
2025-09-24 08:25:00+00:00,33,1,294973,6723.25,6724.25,6723.0,6724.0,183,ESZ5
2025-09-24 08:26:00+00:00,33,1,294973,6724.0,6724.0,6723.25,6723.25,116,ESZ5
2025-09-24 08:27:00+00:00,33,1,294973,6723.25,6723.25,6723.0,6723.25,136,ESZ5
2025-09-24 08:28:00+00:00,33,1,294973,6723.25,6723.25,6722.75,6722.75,140,ESZ5
2025-09-24 08:29:00+00:00,33,1,294973,6722.75,6722.75,6722.25,6722.5,90,ESZ5
2025-09-24 08:30:00+00:00,33,1,294973,6722.25,6723.25,6722.25,6723.25,298,ESZ5
2025-09-24 08:31:00+00:00,33,1,294973,6723.25,6723.25,6722.75,6723.0,160,ESZ5
2025-09-24 08:32:00+00:00,33,1,294973,6723.0,6723.5,6722.5,6722.75,102,ESZ5
2025-09-24 08:33:00+00:00,33,1,294973,6722.5,6723.5,6722.5,6723.25,90,ESZ5
2025-09-24 08:34:00+00:00,33,1,294973,6723.25,6723.25,6722.75,6722.75,55,ESZ5
2025-09-24 08:35:00+00:00,33,1,294973,6722.75,6723.0,6722.5,6722.5,139,ESZ5
2025-09-24 08:36:00+00:00,33,1,294973,6722.75,6723.25,6722.5,6723.25,94,ESZ5
2025-09-24 08:37:00+00:00,33,1,294973,6723.25,6723.25,6722.75,6723.0,90,ESZ5
2025-09-24 08:38:00+00:00,33,1,294973,6723.25,6723.75,6723.0,6723.0,97,ESZ5
2025-09-24 08:39:00+00:00,33,1,294973,6723.25,6723.5,6722.75,6723.25,110,ESZ5
2025-09-24 08:40:00+00:00,33,1,294973,6723.25,6723.5,6722.75,6723.5,134,ESZ5
2025-09-24 08:41:00+00:00,33,1,294973,6723.25,6724.5,6723.0,6724.0,218,ESZ5
2025-09-24 08:42:00+00:00,33,1,294973,6724.0,6724.25,6723.25,6723.25,97,ESZ5
2025-09-24 08:43:00+00:00,33,1,294973,6723.25,6724.25,6723.25,6724.25,131,ESZ5
2025-09-24 08:44:00+00:00,33,1,294973,6724.0,6724.5,6723.75,6723.75,83,ESZ5
2025-09-24 08:45:00+00:00,33,1,294973,6723.5,6723.75,6723.5,6723.5,79,ESZ5
2025-09-24 08:46:00+00:00,33,1,294973,6723.5,6723.5,6723.25,6723.25,139,ESZ5
2025-09-24 08:47:00+00:00,33,1,294973,6723.0,6723.5,6722.5,6723.25,103,ESZ5
2025-09-24 08:48:00+00:00,33,1,294973,6723.25,6723.5,6723.0,6723.25,96,ESZ5
2025-09-24 08:49:00+00:00,33,1,294973,6723.25,6724.0,6723.25,6723.75,111,ESZ5
2025-09-24 08:50:00+00:00,33,1,294973,6724.0,6724.0,6723.5,6723.5,102,ESZ5
2025-09-24 08:51:00+00:00,33,1,294973,6723.5,6723.5,6723.25,6723.25,49,ESZ5
2025-09-24 08:52:00+00:00,33,1,294973,6723.25,6723.25,6722.75,6723.0,161,ESZ5
2025-09-24 08:53:00+00:00,33,1,294973,6723.0,6723.5,6722.5,6722.5,136,ESZ5
2025-09-24 08:54:00+00:00,33,1,294973,6722.5,6722.75,6722.5,6722.5,37,ESZ5
2025-09-24 08:55:00+00:00,33,1,294973,6722.5,6722.75,6722.5,6722.75,77,ESZ5
2025-09-24 08:56:00+00:00,33,1,294973,6723.0,6723.75,6723.0,6723.75,109,ESZ5
2025-09-24 08:57:00+00:00,33,1,294973,6723.5,6724.0,6723.5,6724.0,132,ESZ5
2025-09-24 08:58:00+00:00,33,1,294973,6724.0,6724.5,6723.75,6723.75,280,ESZ5
2025-09-24 08:59:00+00:00,33,1,294973,6723.75,6724.5,6723.75,6724.5,112,ESZ5
2025-09-24 09:00:00+00:00,33,1,294973,6724.25,6725.0,6724.0,6725.0,177,ESZ5
2025-09-24 09:01:00+00:00,33,1,294973,6725.0,6725.25,6724.5,6725.25,127,ESZ5
2025-09-24 09:02:00+00:00,33,1,294973,6725.25,6725.5,6725.0,6725.5,79,ESZ5
2025-09-24 09:03:00+00:00,33,1,294973,6725.5,6725.75,6725.25,6725.5,86,ESZ5
2025-09-24 09:04:00+00:00,33,1,294973,6725.25,6725.25,6724.75,6725.0,142,ESZ5
2025-09-24 09:05:00+00:00,33,1,294973,6725.25,6725.75,6725.25,6725.75,87,ESZ5
2025-09-24 09:06:00+00:00,33,1,294973,6726.0,6726.5,6725.75,6726.5,100,ESZ5
2025-09-24 09:07:00+00:00,33,1,294973,6726.5,6726.5,6725.75,6726.0,77,ESZ5
2025-09-24 09:08:00+00:00,33,1,294973,6726.0,6726.0,6725.25,6725.25,132,ESZ5
2025-09-24 09:09:00+00:00,33,1,294973,6725.25,6725.25,6724.75,6724.75,158,ESZ5
2025-09-24 09:10:00+00:00,33,1,294973,6724.75,6724.75,6724.0,6724.5,134,ESZ5
2025-09-24 09:11:00+00:00,33,1,294973,6724.75,6725.5,6724.75,6725.0,146,ESZ5
2025-09-24 09:12:00+00:00,33,1,294973,6725.0,6725.0,6724.5,6724.5,209,ESZ5
2025-09-24 09:13:00+00:00,33,1,294973,6724.75,6725.5,6724.75,6725.5,199,ESZ5
2025-09-24 09:14:00+00:00,33,1,294973,6725.5,6726.0,6725.5,6726.0,96,ESZ5
2025-09-24 09:15:00+00:00,33,1,294973,6726.0,6726.0,6725.5,6725.5,115,ESZ5
2025-09-24 09:16:00+00:00,33,1,294973,6725.5,6726.0,6725.5,6725.75,71,ESZ5
2025-09-24 09:17:00+00:00,33,1,294973,6725.75,6726.5,6725.75,6726.5,99,ESZ5
2025-09-24 09:18:00+00:00,33,1,294973,6726.5,6726.75,6726.25,6726.75,101,ESZ5
2025-09-24 09:19:00+00:00,33,1,294973,6726.75,6727.25,6726.5,6726.75,129,ESZ5
2025-09-24 09:20:00+00:00,33,1,294973,6726.75,6727.0,6726.5,6726.75,57,ESZ5
2025-09-24 09:21:00+00:00,33,1,294973,6726.75,6726.75,6725.75,6725.75,184,ESZ5
2025-09-24 09:22:00+00:00,33,1,294973,6725.75,6726.25,6725.75,6726.25,135,ESZ5
2025-09-24 09:23:00+00:00,33,1,294973,6726.0,6726.25,6726.0,6726.0,82,ESZ5
2025-09-24 09:24:00+00:00,33,1,294973,6726.0,6726.25,6725.75,6726.25,68,ESZ5
2025-09-24 09:25:00+00:00,33,1,294973,6726.5,6726.5,6726.25,6726.25,100,ESZ5
2025-09-24 09:26:00+00:00,33,1,294973,6726.25,6726.5,6726.25,6726.5,73,ESZ5
2025-09-24 09:27:00+00:00,33,1,294973,6726.5,6727.0,6726.5,6726.75,94,ESZ5
2025-09-24 09:28:00+00:00,33,1,294973,6726.5,6726.75,6726.0,6726.25,92,ESZ5
2025-09-24 09:29:00+00:00,33,1,294973,6726.25,6726.5,6725.75,6726.0,103,ESZ5
2025-09-24 09:30:00+00:00,33,1,294973,6726.25,6726.75,6726.25,6726.75,47,ESZ5
